State,Coverage.type,Coverage.location,Effective Date,State of Emergency Declaration,Travel Restrictions,Shelter-in-place Order,Gathering Limitations,Banning Gatherings of a Certain Size,K-12 School Closure,Bar and Dine-in Restaurant Closure,Non-essential Businesses Closure,Details (if any),Reference links,Timestamp,population_size,population_reference
Massachusetts,State-wide,Massachusetts,3/10/20,State of Emergency declared,NA,NA,NA,NA,NA,NA,NA,"Citing the rapid increase in cases, Governor Charlie Baker declared a state of emergency for Massachusetts on March 10.",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Massachusetts#Government_response,2020-04-14,6892503,https://www.census.gov/data/datasets/time-series/demo/popest/2010s-counties-total.html#par_textimage_70769973
Massachusetts,State-wide,Massachusetts,3/24/20,NA,NA,Shelter-in-place order,Banned gatherings of a certain size,10,NA,NA,NA,"On March 23, Governor Baker announced a stay-at-home advisory to be effective from March 24 until April 7. On March 31 the advisory which was extended to May 4.",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Massachusetts#Government_response,2020-04-14,6892503,https://www.census.gov/data/datasets/time-series/demo/popest/2010s-counties-total.html#par_textimage_70769974
Massachusetts,State-wide,Massachusetts,3/17/20,NA,NA,NA,Banned gatherings of a certain size,25,Schools closed,Bar and dine-in restaurant closed (except take-out and delivery),NA,"On March 15, Governor Baker banned all public gatherings of over 25 people, closed all K‚Äì12 public schools from March 17 through April 7, and banned on-site service at bars and restaurants for the same period.",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Massachusetts#Government_response,2020-04-14,6892503,https://www.census.gov/data/datasets/time-series/demo/popest/2010s-counties-total.html#par_textimage_70769975
Massachusetts,State-wide,Massachusetts,3/27/20,NA,Travel restrictions for out of state travelers,NA,NA,NA,NA,NA,NA,"On March 27, Governor Baker asked travelers from out of state to avoid Massachusetts or to self-quarantine upon arrival for 14 days.",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Massachusetts#Government_response,2020-04-14,6892503,https://www.census.gov/data/datasets/time-series/demo/popest/2010s-counties-total.html#par_textimage_70769976
Massachusetts,Regional,Framingham,3/13/20,NA,NA,NA,NA,NA,Schools closed,NA,NA,"Wellesley and Framingham closed their public schools and libraries for two weeks on March 13. and  ""Also on March 13, Boston announced that its public schools would close for six weeks from Tuesday, March 17 through April 26.""",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Massachusetts#Government_response,2020-04-14,"73,123",https://www.census.gov/data/datasets/time-series/demo/popest/2010s-counties-total.html#par_textimage_70770170
Massachusetts,Regional,Wellesley,3/13/20,NA,NA,NA,NA,NA,Schools closed,NA,NA,"Wellesley and Framingham closed their public schools and libraries for two weeks on March 13. and  ""Also on March 13, Boston announced that its public schools would close for six weeks from Tuesday, March 17 through April 26.""",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Massachusetts#Government_response,2020-04-14,"27,982",https://www.census.gov/quickfacts/fact/table/framinghamcitymassachusetts/PST040218
Massachusetts,Regional,City of Boston,3/13/20,NA,NA,NA,NA,NA,Schools closed,NA,NA,"Wellesley and Framingham closed their public schools and libraries for two weeks on March 13. and  ""Also on March 13, Boston announced that its public schools would close for six weeks from Tuesday, March 17 through April 26.""",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Massachusetts#Government_response,2020-04-14,694583,https://www.census.gov/quickfacts/bostoncitymassachusetts
Michigan,State-wide,Michigan,3/22/20,NA,NA,NA,NA,NA,NA,NA,Some (cherry-picked) businesses closed,"Effective March 22, Whitmer ordered closure of non-essential personal-care services, such as hair salons, and massage or tattoo services.",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic,2020-04-14,9986857,https://www.census.gov/data/datasets/time-series/demo/popest/2010s-counties-total.html#par_textimage_70769977
Michigan,State-wide,Michigan,3/16/20,NA,NA,NA,NA,NA,NA,Bar and dine-in restaurant closed (except take-out and delivery),NA,"On March 16, Whitmer ordered restaurants and bars to suspend on-site dining, allowing only take-out and delivery service.",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic,2020-04-14,9986857,https://www.census.gov/data/datasets/time-series/demo/popest/2010s-counties-total.html#par_textimage_70769978
Michigan,State-wide,Michigan,3/13/20,NA,NA,NA,Banned gatherings of a certain size,250,NA,NA,NA,"On March 13, Whitmer ordered cancellation of most events gathering more than 250 people.",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic,2020-04-14,9986857,https://www.census.gov/data/datasets/time-series/demo/popest/2010s-counties-total.html#par_textimage_70769979
Michigan,State-wide,Michigan,3/12/20,NA,NA,NA,NA,NA,Schools closed,NA,NA,"On March 12, Gov. Gretchen Whitmer called for all public schools to close until April 6. and ""On April 2, she cancelled in-person education for the remainder of the 2019‚Äì2020 K-12 school year.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic,2020-04-14,9986857,https://www.census.gov/data/datasets/time-series/demo/popest/2010s-counties-total.html#par_textimage_70769980
Michigan,State-wide,Michigan,3/17/20,NA,NA,NA,Banned gatherings of a certain size,50,NA,NA,NA,"Effective March 17, this threshold was reduced to 50 people.",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic,2020-04-14,9986857,https://www.census.gov/data/datasets/time-series/demo/popest/2010s-counties-total.html#par_textimage_70769981
Michigan,State-wide,Michigan,3/24/20,NA,NA,Shelter-in-place order,NA,NA,NA,NA,NA,"Effective March 24, Whitmer ordered all non-essential workers to stay at home, and all non-essential travel ceased.",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic,2020-04-14,9986857,https://www.census.gov/data/datasets/time-series/demo/popest/2010s-counties-total.html#par_textimage_70769982
Minnesota,State-wide,Minnesota,3/18/20,NA,NA,NA,NA,NA,Schools closed,NA,NA,"On March 15, Governor Tim Walz closed all schools from March 18 until at least March 27.",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic,2020-04-14,5639632,https://www.census.gov/data/datasets/time-series/demo/popest/2010s-counties-total.html#par_textimage_70769983
Minnesota,State-wide,Minnesota,3/17/20,NA,NA,NA,NA,NA,NA,NA,Non-essential businesses closed,"Governor Tim Walz announces in Executive Order 20-04 that all non-essential businesses close until March 27, 2020, citing the first confirmed case of community spread, detected the previous day, as his cause for this action.",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Minnesota#Government_response,2020-04-14,5639632,https://www.census.gov/data/datasets/time-series/demo/popest/2010s-counties-total.html#par_textimage_70769984
Minnesota,State-wide,Minnesota,3/27/20,NA,NA,Shelter-in-place order,NA,NA,NA,NA,NA,"Governor Tim Walz signs Executive Order 20-20. This order states that all people currently residing in Minnesota are to shelter in place beginning March 27, 2020 at 11:59PM through April 10, 2020 at 5:00PM.",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Minnesota#Government_response,2020-04-14,5639632,https://www.census.gov/data/datasets/time-series/demo/popest/2010s-counties-total.html#par_textimage_70769985
Minnesota,State-wide,Minnesota,3/13/20,State of Emergency declared,NA,NA,NA,NA,NA,NA,NA,"On March 13, a Peacetime State of Emergency was declared by Governor Tim Walz.",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic,2020-04-14,5639632,https://www.census.gov/data/datasets/time-series/demo/popest/2010s-counties-total.html#par_textimage_70769986
Minnesota,Regional,City of St. Paul,3/14/20,NA,NA,NA,Banned gatherings of a certain size,50,NA,NA,NA,"On March 14, St. Paul Mayor Melvin Carter declared a State of Local Emergency. The city will no longer be issuing any new permits for gatherings of 50 or more people.",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic,2020-04-14,307695,https://www.census.gov/quickfacts/stpaulcityminnesota
Mississippi,State-wide,Mississippi,3/14/20,State of Emergency declared,NA,NA,NA,NA,NA,NA,NA,"On March 14, two days after the first case was announced in the state, Governor Tate Reeves, declared a state of emergency, due to how big of an impact the neighboring state of Louisiana, has had with the virus. Louisiana at the time was the most infected",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Mississippi,2020-04-14,2976149,https://www.census.gov/data/datasets/time-series/demo/popest/2010s-counties-total.html#par_textimage_70769987
Mississippi,State-wide,Mississippi,3/24/20,NA,NA,NA,Banned gatherings of a certain size,10,NA,NA,NA,"On March 24, Governor Reeves issued an executive order deeming most businesses as essential"" including restaurants, bars and other establishments including dining in but limiting to 10 persons. """,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Mississippi,2020-04-14,2976149,https://www.census.gov/data/datasets/time-series/demo/popest/2010s-counties-total.html#par_textimage_70769988
Mississippi,State-wide,Mississippi,4/1/20,NA,NA,Shelter-in-place order,NA,NA,NA,NA,NA,"On April 1, an additional executive order was issued by the Governor, announcing a state-wide shelter-in-place order, requiring all non-essential businesses to close and overrides previous allowances for dine-in services in restaurants made in the March 2",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Mississippi,2020-04-14,2976149,https://www.census.gov/data/datasets/time-series/demo/popest/2010s-counties-total.html#par_textimage_70769989
Mississippi,Regional,Lauderdale,3/31/20,NA,NA,Shelter-in-place order,NA,NA,NA,NA,NA,"March 31 ‚ Governor Reeves issued a shelter-in-place order for Lauderdale County effective March 31 through April 14. and ""Meridian responded with its own shelter-in-place order.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic,2020-04-14,74125,https://www.census.gov/data/datasets/time-series/demo/popest/2010s-counties-total.html#par_textimage_70770172
Mississippi,Regional,Columbus,3/21/20,NA,NA,Night-time curfew,NA,NA,NA,NA,NA,"The same day, Columbus put in a curfew from 10 pm to 6 am until further notice.",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Mississippi,2020-04-14,23853,https://www.census.gov/quickfacts/columbuscitymississippi
Mississippi,Regional,Fulton,3/24/20,NA,NA,Shelter-in-place order,NA,NA,NA,NA,NA,March 23 ‚Äì Fulton issued a shelter-in-place order effective from March 24 to April 5,https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic,2020-04-14,4033,"https://en.wikipedia.org/wiki/Fulton,_Mississippi"
Mississippi,Regional,Meridian,3/31/20,NA,NA,Shelter-in-place order,NA,NA,NA,NA,NA,"March 31 ‚Äì Governor Reeves issued a shelter-in-place order for Lauderdale County effective March 31 through April 14. and ""Meridian responded with its own shelter-in-place order.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic,2020-04-14,37325,https://www.census.gov/quickfacts/meridiancitymississippi
Mississippi,Regional,Moss Point,3/28/20,NA,NA,NA,NA,NA,NA,NA,NA,March 27 ‚Äì Moss Point issued a shelter-in-place order effective March 28 until further notice,https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic,2020-04-14,13378,https://www.census.gov/quickfacts/mosspointcitymississippi
Mississippi,Regional,Oxford,3/22/20,NA,NA,Shelter-in-place order,NA,NA,NA,NA,NA,"March 21 ‚Äì Tupelo issued a stay-at-home order effective from March 22 through March 28. and ""Oxford issued a stay-at-home resolution effective March 22 through April 6 at the earliest.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic,2020-04-14,24528,https://www.census.gov/quickfacts/oxfordcitymississippi
Mississippi,Regional,Tupelo,3/22/20,NA,NA,Shelter-in-place order,NA,NA,NA,NA,NA,"March 21 ‚Äì Tupelo issued a stay-at-home order effective from March 22 through March 28. and ""Oxford issued a stay-at-home resolution effective March 22 through April 6 at the earliest.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic,2020-04-14,38206,https://www.census.gov/quickfacts/tupelocitymississippi
Missouri,State-wide,Missouri,3/13/20,State of Emergency declared,NA,NA,NA,NA,NA,NA,NA,"On March 13, Governor Mike Parson declared a state of emergency for Missouri, following the third and fourth cases of the disease manifesting in the state.",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic,2020-04-14,6137428,https://www.census.gov/data/datasets/time-series/demo/popest/2010s-counties-total.html#par_textimage_70769990
Missouri,State-wide,Missouri,4/6/20,NA,NA,Shelter-in-place order,NA,NA,NA,NA,NA,"On April 3, Governor Parson issued a statewide stay-at-home order effective April 6 through April 24.",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic,2020-04-14,6137428,https://www.census.gov/data/datasets/time-series/demo/popest/2010s-counties-total.html#par_textimage_70769991
Missouri,State-wide,Missouri,3/19/20,NA,NA,NA,NA,NA,Schools closed,NA,NA,"The Missouri Department of Elementary and Secondary Education announced that by 1:30 p.m. CDT on March 19, all 555 school districts in Missouri reported some form of district-wide school closures.",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Missouri,2020-04-14,6137428,https://www.census.gov/data/datasets/time-series/demo/popest/2010s-counties-total.html#par_textimage_70769992
Missouri,Regional,Bates,3/30/20,NA,NA,Shelter-in-place order,NA,NA,NA,NA,NA,"""Bates County issued a stay-at-home order effective March 30 through April 24."" and ""On March 28, Chariton County issued a stay-at-home order effective March 30 until April 24 at the earliest."" and ""Harrison County issued a shelter-in-place (stay-at-home",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic,2020-04-14,16172,https://www.census.gov/data/datasets/time-series/demo/popest/2010s-counties-total.html#par_textimage_70770173
