,State,Coverage.type,Coverage.location,Effective Date,State of Emergency Declaration,Travel Restrictions,Shelter-in-place Order,Gathering Limitations,Banning Gatherings of a Certain Size,K-12 School Closure,Bar and Dine-in Restaurant Closure,Non-essential Businesses Closure,Details (if any),Reference links,Timestamp,population_size,population_reference,Coverage.county.FIPS,Coverage.city.FIPS,population_reference.1,Unnamed: 0.1,Face Covering Requirements,Details (if any) 
404,Ohio,State-wide,Ohio,03-16-2020,,,,Banned gatherings of a certain size,50.0,Schools closed,,Some (cherry-picked) businesses closed,"... and the following day closed bowling alleys, fitness centers, gyms, movie theaters, public recreation centers, trampoline parks, and water parks, and banned gatherings of more than 50 people  and ""On March 12, DeWine announced that all schools from K-",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#North_Carolina,4/14/20,11689100,39.0,,,https://www.census.gov/data/datasets/time-series/demo/popest/2010s-counties-total.html#par_textimage_70770024,,,
405,Ohio,State-wide,Ohio,03-18-2020,,,,,,,,Some (cherry-picked) businesses closed,"On March 18 DeWine closed barbershops, salons, and tattoo parlors and announced closing of most BMV locations, asking the state legislature to pass a grace period for people whose licenses expired. and ""Businesses that remained open were advised to monito",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#North_Carolina,4/14/20,11689100,39.0,,,https://www.census.gov/data/datasets/time-series/demo/popest/2010s-counties-total.html#par_textimage_70770025,,,
406,Ohio,State-wide,Ohio,03-09-2020,State of Emergency declared,,,,,,,,"On March 9, DeWine declared a state of emergency, when the state had 3 cases.",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#North_Carolina,4/14/20,11689100,39.0,,,https://www.census.gov/data/datasets/time-series/demo/popest/2010s-counties-total.html#par_textimage_70770026,,,
407,Ohio,State-wide,Ohio,03-12-2020,,,,Banned gatherings of a certain size,100.0,,,,"On March 12, ... the state instituted a ban on gatherings of more than 100, with exemptions for airports, workplaces, restaurants, religious gatherings, weddings, and funerals.",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#North_Carolina,4/14/20,11689100,39.0,,,https://www.census.gov/data/datasets/time-series/demo/popest/2010s-counties-total.html#par_textimage_70770027,,,
408,Ohio,State-wide,Ohio,03-15-2020,,,,,,,Bar and dine-in restaurant closed (except take-out and delivery),,"On March 15, DeWine and Acton ordered the suspension of dine-in service at all bars and restaurants ...",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#North_Carolina,4/14/20,11689100,39.0,,,https://www.census.gov/data/datasets/time-series/demo/popest/2010s-counties-total.html#par_textimage_70770028,,,
409,Ohio,State-wide,Ohio,03-23-2020,,,Shelter-in-place order,,,,,,On March 22 the Ohio Department of Health issued a stay at home order closing all non-essential businesses from March 23 at 11:59 PM until April 6.,https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#North_Carolina,4/14/20,11689100,39.0,,,https://www.census.gov/data/datasets/time-series/demo/popest/2010s-counties-total.html#par_textimage_70770029,,,
410,Oklahoma,State-wide,Oklahoma,03-29-2020,,Travel restrictions for out of state travelers,,,,,,,"Governor Stitt updated Executive Order 2020–07 in a sixth amendment that required people from six states to self-quarantine upon arrival by air in Oklahoma: California, Connecticut, Louisiana, New Jersey, New York and Washington. They must quarantine th",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Oklahoma,4/14/20,3956971,40.0,,,https://www.census.gov/data/datasets/time-series/demo/popest/2010s-counties-total.html#par_textimage_70770030,,,
411,Oklahoma,State-wide,Oklahoma,03-24-2020,,,,"Suggested social distancing, Banned gatherings of a certain size",10.0,,,,"Governor Kevin Stitt issued new executive orders that all vulnerable people were to stay at home until April 30 and there would be no visitors allowed to nursing homes or long-term care facilities. In addition, gatherings were limited to a maximum of ten",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Oklahoma,4/14/20,3956971,40.0,,,https://www.census.gov/data/datasets/time-series/demo/popest/2010s-counties-total.html#par_textimage_70770031,,,
412,Oklahoma,State-wide,Oklahoma,03-25-2020,,,,,,Schools closed,,,On March 25... The state board of education voted to close all public schools until the end of the school year,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Oklahoma,4/14/20,3956971,40.0,,,https://www.census.gov/data/datasets/time-series/demo/popest/2010s-counties-total.html#par_textimage_70770032,,,
413,Oklahoma,State-wide,Oklahoma,03-15-2020,State of Emergency declared,,,,,,,,"March 15, Oklahoma Gov. Kevin Stitt declares state of emergency.",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#North_Carolina,4/14/20,3956971,40.0,,,https://www.census.gov/data/datasets/time-series/demo/popest/2010s-counties-total.html#par_textimage_70770033,,,
414,Oklahoma,Regional,Tulsa County,03-25-2020,,,,,,,Bar and dine-in restaurant closed (except take-out and delivery),Non-essential businesses closed,"Finally, all 19 counties that had one or more positive cases of coronavirus were to close all nonessential businesses by 11:59 p.m. on March 25, 2020 for 21 days. These include businesses with close personal contact, such as gyms, hair salons, nail salons",https://www.tulsaworld.com/communities/skiatook/news/update-governor-stitt-orders-more-restrictions-and-closings/article_583f1ab2-56e0-5c8d-81ef-64787da7d7b6.html and https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Oklah and https://www.jopling,4/14/20,651552,40.0,_143,,https://www.census.gov/quickfacts/fact/table/tulsacountyoklahoma/BZA210217,,,
415,Oklahoma,Regional,Canadian County,03-25-2020,,,,,,,Bar and dine-in restaurant closed (except take-out and delivery),Non-essential businesses closed,"Finally, all 19 counties that had one or more positive cases of coronavirus were to close all nonessential businesses by 11:59 p.m. on March 25, 2020 for 21 days. These include businesses with close personal contact, such as gyms, hair salons, nail salons",https://www.tulsaworld.com/communities/skiatook/news/update-governor-stitt-orders-more-restrictions-and-closings/article_583f1ab2-56e0-5c8d-81ef-64787da7d7b6.html and https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Oklah and https://www.jopling,4/14/20,148306,40.0,17,,https://www.census.gov/data/datasets/time-series/demo/popest/2010s-counties-total.html#par_textimage_70770281,,,
416,Oklahoma,Regional,Cleveland,03-25-2020,,,,,,,Bar and dine-in restaurant closed (except take-out and delivery),Non-essential businesses closed,"Finally, all 19 counties that had one or more positive cases of coronavirus were to close all nonessential businesses by 11:59 p.m. on March 25, 2020 for 21 days. These include businesses with close personal contact, such as gyms, hair salons, nail salons",https://www.tulsaworld.com/communities/skiatook/news/update-governor-stitt-orders-more-restrictions-and-closings/article_583f1ab2-56e0-5c8d-81ef-64787da7d7b6.html and https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Oklah and https://www.jopling,4/14/20,284014,40.0,27,,https://www.census.gov/data/datasets/time-series/demo/popest/2010s-counties-total.html#par_textimage_70770282,,,
417,Oklahoma,Regional,Custer,03-25-2020,,,,,,,Bar and dine-in restaurant closed (except take-out and delivery),Non-essential businesses closed,"Finally, all 19 counties that had one or more positive cases of coronavirus were to close all nonessential businesses by 11:59 p.m. on March 25, 2020 for 21 days. These include businesses with close personal contact, such as gyms, hair salons, nail salons",https://www.tulsaworld.com/communities/skiatook/news/update-governor-stitt-orders-more-restrictions-and-closings/article_583f1ab2-56e0-5c8d-81ef-64787da7d7b6.html and https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Oklah and https://www.jopling,4/14/20,29003,40.0,39,,https://www.census.gov/data/datasets/time-series/demo/popest/2010s-counties-total.html#par_textimage_70770283,,,
418,Oklahoma,Regional,Garfield,03-29-2020,,,,,,,Bar and dine-in restaurant closed (except take-out and delivery),Non-essential businesses closed,"As of this advisory, there are 429 positive cases of COVID-19 in Oklahoma. New counties with cases include Garfield, Rogers, Seminole and Texas counties. These counties will now be required to come into compliance with Governor Kevin Stitt's Safer at Home",https://coronavirus.health.ok.gov/articles/situation-update-covid-19-03292020 and https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Oklahoma,4/14/20,61056,40.0,47,,https://www.census.gov/data/datasets/time-series/demo/popest/2010s-counties-total.html#par_textimage_70770284,,,
419,Oklahoma,Regional,Garvin,03-25-2020,,,,,,,Bar and dine-in restaurant closed (except take-out and delivery),Non-essential businesses closed,"Finally, all 19 counties that had one or more positive cases of coronavirus were to close all nonessential businesses by 11:59 p.m. on March 25, 2020 for 21 days. These include businesses with close personal contact, such as gyms, hair salons, nail salons",https://www.tulsaworld.com/communities/skiatook/news/update-governor-stitt-orders-more-restrictions-and-closings/article_583f1ab2-56e0-5c8d-81ef-64787da7d7b6.html and https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Oklah and https://www.jopling,4/14/20,27711,40.0,49,,https://www.census.gov/data/datasets/time-series/demo/popest/2010s-counties-total.html#par_textimage_70770285,,,
420,Oklahoma,Regional,Grady,03-25-2020,,,,,,,Bar and dine-in restaurant closed (except take-out and delivery),Non-essential businesses closed,"Finally, all 19 counties that had one or more positive cases of coronavirus were to close all nonessential businesses by 11:59 p.m. on March 25, 2020 for 21 days. These include businesses with close personal contact, such as gyms, hair salons, nail salons",https://www.tulsaworld.com/communities/skiatook/news/update-governor-stitt-orders-more-restrictions-and-closings/article_583f1ab2-56e0-5c8d-81ef-64787da7d7b6.html and https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Oklah and https://www.jopling,4/14/20,55834,40.0,51,,https://www.census.gov/data/datasets/time-series/demo/popest/2010s-counties-total.html#par_textimage_70770286,,,
421,Oklahoma,Regional,Jackson,03-25-2020,,,,,,,Bar and dine-in restaurant closed (except take-out and delivery),Non-essential businesses closed,"Finally, all 19 counties that had one or more positive cases of coronavirus were to close all nonessential businesses by 11:59 p.m. on March 25, 2020 for 21 days. These include businesses with close personal contact, such as gyms, hair salons, nail salons",https://www.tulsaworld.com/communities/skiatook/news/update-governor-stitt-orders-more-restrictions-and-closings/article_583f1ab2-56e0-5c8d-81ef-64787da7d7b6.html and https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Oklah and https://www.jopling,4/14/20,24530,40.0,65,,https://www.census.gov/data/datasets/time-series/demo/popest/2010s-counties-total.html#par_textimage_70770287,,,
422,Oklahoma,Regional,Kay,03-25-2020,,,,,,,Bar and dine-in restaurant closed (except take-out and delivery),Non-essential businesses closed,"Finally, all 19 counties that had one or more positive cases of coronavirus were to close all nonessential businesses by 11:59 p.m. on March 25, 2020 for 21 days. These include businesses with close personal contact, such as gyms, hair salons, nail salons",https://www.tulsaworld.com/communities/skiatook/news/update-governor-stitt-orders-more-restrictions-and-closings/article_583f1ab2-56e0-5c8d-81ef-64787da7d7b6.html and https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Oklah and https://www.jopling,4/14/20,43538,40.0,71,,https://www.census.gov/data/datasets/time-series/demo/popest/2010s-counties-total.html#par_textimage_70770288,,,
423,Oklahoma,Regional,Logan,03-25-2020,,,,,,,Bar and dine-in restaurant closed (except take-out and delivery),Non-essential businesses closed,"Finally, all 19 counties that had one or more positive cases of coronavirus were to close all nonessential businesses by 11:59 p.m. on March 25, 2020 for 21 days. These include businesses with close personal contact, such as gyms, hair salons, nail salons",https://www.tulsaworld.com/communities/skiatook/news/update-governor-stitt-orders-more-restrictions-and-closings/article_583f1ab2-56e0-5c8d-81ef-64787da7d7b6.html and https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Oklah and https://www.jopling,4/14/20,48011,40.0,83,,https://www.census.gov/data/datasets/time-series/demo/popest/2010s-counties-total.html#par_textimage_70770289,,,
424,Oklahoma,Regional,McClain,03-25-2020,,,,,,,Bar and dine-in restaurant closed (except take-out and delivery),Non-essential businesses closed,"Finally, all 19 counties that had one or more positive cases of coronavirus were to close all nonessential businesses by 11:59 p.m. on March 25, 2020 for 21 days. These include businesses with close personal contact, such as gyms, hair salons, nail salons",https://www.tulsaworld.com/communities/skiatook/news/update-governor-stitt-orders-more-restrictions-and-closings/article_583f1ab2-56e0-5c8d-81ef-64787da7d7b6.html and https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Oklah and https://www.jopling,4/14/20,40474,40.0,87,,https://www.census.gov/data/datasets/time-series/demo/popest/2010s-counties-total.html#par_textimage_70770290,,,
